COUNTY,BLOCKGRP,DEMO,T_POP,V_POP
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,10,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,11,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,12,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,13,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,1,1060,790
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,2,1060,790
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,3,30,30
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,4,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,5,55,35
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,6,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,7,970,725
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,8,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,9,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,10,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,11,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,12,0,0
"Block Group 4, Census Tract 209, Autauga County, Alabama",15000US010010209004,13,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,1,625,535
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,2,625,535
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,3,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,4,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,5,185,165
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,6,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,7,440,370
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,8,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,9,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,10,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,11,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,12,0,0
"Block Group 1, Census Tract 210, Autauga County, Alabama",15000US010010210001,13,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,1,2240,1550
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,2,2205,1545
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,3,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,4,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,5,435,250
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,6,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,7,1770,1295
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,8,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,9,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,10,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,11,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,12,0,0
"Block Group 2, Census Tract 210, Autauga County, Alabama",15000US010010210002,13,35,4
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,1,2140,1650
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,2,2110,1625
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,3,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,4,15,15
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,5,1375,1085
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,6,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,7,710,510
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,8,10,10
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,9,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,10,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,11,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,12,0,0
"Block Group 1, Census Tract 211, Autauga County, Alabama",15000US010010211001,13,25,25
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,1,355,280
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,2,345,265
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,3,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,4,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,5,265,205
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,6,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,7,80,65
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,8,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,9,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,10,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,11,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,12,0,0
"Block Group 2, Census Tract 211, Autauga County, Alabama",15000US010010211002,13,15,15
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,1,750,630
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,2,750,630
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,3,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,4,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,5,220,175
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,6,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,7,530,455
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,8,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,9,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,10,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,11,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,12,0,0
"Block Group 3, Census Tract 211, Autauga County, Alabama",15000US010010211003,13,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,1,645,530
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,2,645,530
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,3,20,20
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,4,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,5,335,280
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,6,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,7,245,215
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,8,40,20
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,9,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,10,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,11,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,12,0,0
"Block Group 1, Census Tract 101, Baldwin County, Alabama",15000US010030101001,13,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,1,1230,1035
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,2,1230,1035
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,3,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,4,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,5,270,230
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,6,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,7,960,810
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,8,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,9,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,10,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,11,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,12,0,0
"Block Group 2, Census Tract 101, Baldwin County, Alabama",15000US010030101002,13,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,1,1680,1180
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,2,1680,1180
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,3,35,35
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,4,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,5,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,6,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,7,1610,1110
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,8,35,35
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,9,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,10,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,11,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,12,0,0
"Block Group 3, Census Tract 101, Baldwin County, Alabama",15000US010030101003,13,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,1,1455,1195
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,2,1440,1180
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,3,10,10
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,4,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,5,215,160
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,6,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,7,1215,1010
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,8,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,9,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,10,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,11,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,12,0,0
"Block Group 1, Census Tract 102, Baldwin County, Alabama",15000US010030102001,13,15,15
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,1,1160,850
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,2,1150,845
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,3,45,45
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,4,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,5,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,6,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,7,1070,780
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,8,35,20
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,9,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,10,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,11,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,12,0,0
"Block Group 2, Census Tract 102, Baldwin County, Alabama",15000US010030102002,13,10,10
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,1,2615,2045
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,2,2610,2035
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,3,15,15
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,4,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,5,975,615
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,6,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,7,1625,1405
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,8,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,9,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,10,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,11,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,12,0,0
"Block Group 1, Census Tract 103, Baldwin County, Alabama",15000US010030103001,13,10,10
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,1,3215,2270
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,2,3205,2255
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,3,10,10
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,4,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,5,530,360
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,6,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,7,2665,1885
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,8,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,9,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,10,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,11,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,12,0,0
"Block Group 2, Census Tract 103, Baldwin County, Alabama",15000US010030103002,13,15,15
"Block Group 3, Census Tract 103, Baldwin County, Alabama",15000US010030103003,1,1610,1230
"Block Group 3, Census Tract 103, Baldwin County, Alabama",15000US010030103003,2,1610,1230
